c2_coding_low05_rate,c2_low05_rate,c2_low_turn_avg_output_items,c2_low_turn_count,c2_max_low_run,c2_num_turns,c2_programmer_low05_rate,c2_repetition_symptom_score,c2_reviewmod_low05_rate,c2_score_std,consistency_score_file_iqr,consistency_score_file_max,consistency_score_file_mean,consistency_score_file_median,consistency_score_file_min,consistency_score_file_q10,consistency_score_file_q25,consistency_score_file_q75,consistency_score_file_std,entropy_normalized,failure_sensitive_score,file_name,high_density_score_0_8,high_low_gap_0_6_0_2,high_low_gap_0_6_0_3,high_low_gap_0_6_0_4,high_low_gap_0_7_0_2,high_low_gap_0_7_0_3,high_low_gap_0_7_0_4,high_low_gap_0_7_0_5,high_low_gap_0_8_0_2,high_low_gap_0_8_0_3,high_low_gap_0_8_0_4,high_low_gap_0_8_0_5,high_low_gap_0_9_0_3,high_low_gap_0_9_0_4,high_low_gap_0_9_0_5,high_low_half_penalty_0_6_0_2,high_low_half_penalty_0_6_0_3,high_low_half_penalty_0_6_0_4,high_low_half_penalty_0_7_0_2,high_low_half_penalty_0_7_0_3,high_low_half_penalty_0_7_0_4,high_low_half_penalty_0_7_0_5,high_low_half_penalty_0_8_0_2,high_low_half_penalty_0_8_0_3,high_low_half_penalty_0_8_0_4,high_low_half_penalty_0_8_0_5,high_low_half_penalty_0_9_0_3,high_low_half_penalty_0_9_0_4,high_low_half_penalty_0_9_0_5,high_low_ratio_0_8_over_0_2,high_low_ratio_0_8_over_0_2_smoothed,high_score_rate_0_1,high_score_rate_0_2,high_score_rate_0_3,high_score_rate_0_4,high_score_rate_0_5,high_score_rate_0_6,high_score_rate_0_7,high_score_rate_0_8,high_score_rate_0_9,label,low_score_rate_0_1,low_score_rate_0_2,low_score_rate_0_3,low_score_rate_0_4,low_score_rate_0_5,low_score_rate_0_6,low_score_rate_0_7,low_score_rate_0_8,low_score_rate_0_9,low_tail_penalty_score,mean_minus_std_score,num_phases,num_roles,num_turns,raw_labels,source_files,strict_high_low_gap_0_9_0_5,user_demand,worst_phase,worst_role,worst_score,worst_turn
1.0,0.42857142857142855,5.166666666666667,6.0,2.0,14.0,0.2,-0.2090033401487231,0.0,0.3636710995419353,0.5458156153242906,0.9999951955192778,0.5801630974968982,0.642776616899521,0.004070137939983506,0.004856951937253171,0.3519698104895717,0.8977854258138622,0.3636710995419353,0.8932941324021463,0.4073352096298237,ChatDev_ProgramDev2_GPT4o_0_scored.json,0.24864132749867066,0.3571428571428571,0.3571428571428571,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.0,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.0,0.07142857142857142,0.0,-0.14285714285714285,0.46428571428571425,0.46428571428571425,0.42857142857142855,0.3214285714285714,0.3214285714285714,0.2857142857142857,0.21428571428571427,0.3214285714285714,0.3214285714285714,0.2857142857142857,0.21428571428571427,0.17857142857142855,0.14285714285714285,0.07142857142857142,2.0,1.75,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.2857142857142857,c0,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.3658773832111839,0.21649199795496288,8,5,14,0.0,0.0\ChatDev_ProgramDev2_GPT4o_0_scored.json,-0.14285714285714285,Create a CLI tool that takes a text file path as input and outputs the total word count. The tool should handle basic punctuation and count sequences of alphanumeric characters as words. Output the count to the console.,CodeReviewComment,Code Reviewer,0.004070137939983506,2
0.0,0.3076923076923077,8.75,4.0,2.0,13.0,0.16666666666666666,-0.5144572873873882,0.3333333333333333,0.34758839216989385,0.45254701794991864,0.9999998638154238,0.5980626837240435,0.5764917334078551,2.7845955600637694e-07,0.04520797668023332,0.491577107827388,0.9441241257773066,0.34758839216989385,0.7865210220866901,0.4186439621446972,ChatDev_ProgramDev2_GPT4o_13_scored.json,0.23002410912463211,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.3076923076923077,0.2692307692307693,0.2692307692307693,0.2692307692307693,0.23076923076923078,0.19230769230769232,0.19230769230769232,0.15384615384615385,1.6666666666666667,1.5,0.8461538461538461,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.6923076923076923,0.46153846153846156,0.46153846153846156,0.38461538461538464,0.3076923076923077,c0,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.5384615384615384,0.5384615384615384,0.6153846153846154,0.6923076923076923,0.3672934529548127,0.25047429155414963,7,4,13,0.0,0.0\ChatDev_ProgramDev2_GPT4o_13_scored.json,0.0,Create a CLI tool that displays a random quote from a predefined list of quotes stored in a text file. Each execution should show a different quote.,DemandAnalysis,Chief Product Officer,2.7845955600637694e-07,2
0.0,0.23076923076923078,2.3333333333333335,3.0,2.0,13.0,0.2,-0.8130894079772577,0.0,0.34632051104258565,0.3118287765844162,0.9999998606484779,0.7214944269377102,0.9020753945337937,0.005220125868449866,0.08419715812304539,0.6371202486518822,0.9489490252362984,0.34632051104258565,0.5822876706367345,0.506612136616932,ChatDev_ProgramDev2_GPT4o_14_scored.json,0.499496141726107,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.4615384615384615,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.4615384615384615,0.3846153846153846,0.3846153846153846,0.30769230769230765,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.5769230769230769,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.5769230769230769,0.4615384615384615,0.4615384615384615,0.423076923076923,4.5,3.3333333333333335,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.5384615384615384,c0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.46153846153846156,0.5676482730915563,0.3751739158951245,8,5,13,0.0,0.0\ChatDev_ProgramDev2_GPT4o_14_scored.json,0.30769230769230765,"Develop a CLI utility to calculate and display the total size of a directory and its subdirectories. The output should be human-readable (e.g., KB, MB, GB).",CodeReviewComment,Code Reviewer,0.005220125868449866,2
1.0,0.38461538461538464,6.4,5.0,3.0,13.0,0.2,-0.21543063247000963,0.0,0.36691700792620496,0.6020085957435296,0.9999992331979862,0.5577058475800195,0.6652225166437525,2.075021229292362e-05,0.012249284836405278,0.2337533042773551,0.8357619000208847,0.36691700792620496,0.8277703117007208,0.3904003183697015,ChatDev_ProgramDev2_GPT4o_16_scored.json,0.2145022490692383,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.0,-0.07692307692307693,-0.15384615384615385,-0.15384615384615385,0.5,0.46153846153846156,0.42307692307692313,0.34615384615384615,0.3076923076923077,0.2692307692307693,0.2692307692307693,0.2692307692307693,0.23076923076923078,0.19230769230769232,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.038461538461538464,1.6666666666666667,1.5,0.7692307692307693,0.7692307692307693,0.6923076923076923,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.46153846153846156,0.38461538461538464,0.23076923076923078,c0,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.5384615384615384,0.6153846153846154,0.7692307692307693,0.3269366168107887,0.19078883965381455,8,5,13,0.0,0.0\ChatDev_ProgramDev2_GPT4o_16_scored.json,-0.15384615384615385,"Write a CLI tool that fetches and displays the current weather for a given city using a public weather API (e.g., OpenWeatherMap). The user provides the city name.",CodeReviewComment,Code Reviewer,2.075021229292362e-05,2
1.0,0.6111111111111112,11.181818181818182,11.0,5.0,18.0,0.625,1.0638609661059948,1.0,0.3031359345954491,0.3912979054294061,0.9999603705788968,0.5492175107275589,0.47952419270658087,0.03732688333442358,0.13193759394401058,0.4229092009371209,0.814207106366527,0.3031359345954491,0.8301080594220643,0.39565032250961824,ChatDev_ProgramDev2_GPT4o_1_scored.json,0.15256041964654413,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.11111111111111113,0.11111111111111113,0.05555555555555558,-0.33333333333333337,0.11111111111111113,0.11111111111111113,0.05555555555555558,-0.33333333333333337,0.05555555555555555,0.0,-0.38888888888888895,0.25,0.25,0.2222222222222222,0.19444444444444448,0.19444444444444448,0.16666666666666669,-0.02777777777777779,0.19444444444444448,0.19444444444444448,0.16666666666666669,-0.02777777777777779,0.1388888888888889,0.1111111111111111,-0.08333333333333337,1.6666666666666667,1.5,0.8888888888888888,0.8333333333333334,0.8333333333333334,0.7777777777777778,0.3888888888888889,0.3333333333333333,0.2777777777777778,0.2777777777777778,0.2222222222222222,c0,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.6111111111111112,0.6666666666666666,0.7222222222222222,0.7222222222222222,0.7777777777777778,0.38255084406089224,0.2460815761321098,9,5,18,0.0,0.0\ChatDev_ProgramDev2_GPT4o_1_scored.json,-0.38888888888888895,"Develop a CLI utility that generates a visual tree structure of a given directory. The output should represent directories and files, indenting subdirectories and their contents. Allow specifying a maximum depth for the tree.",LanguageChoose,Chief Technology Officer,0.03732688333442358,2
1.0,0.42857142857142855,7.333333333333333,6.0,5.0,14.0,0.4,0.32631853394085236,0.3333333333333333,0.3745064641172524,0.7228660349124666,0.9999998549550276,0.4799255038547865,0.5507974939124687,0.00023464870752560075,0.009352920767779153,0.06974069249715364,0.7926067274096202,0.3745064641172524,0.9134443205612236,0.3360182473106082,ChatDev_ProgramDev2_GPT4o_20_scored.json,0.13712157252993898,0.0714285714285714,0.0714285714285714,0.0,-0.07142857142857145,-0.07142857142857145,-0.14285714285714285,-0.14285714285714285,-0.07142857142857145,-0.07142857142857145,-0.14285714285714285,-0.14285714285714285,-0.14285714285714288,-0.21428571428571427,-0.21428571428571427,0.24999999999999997,0.24999999999999997,0.21428571428571427,0.10714285714285712,0.10714285714285712,0.07142857142857142,0.07142857142857142,0.10714285714285712,0.10714285714285712,0.07142857142857142,0.07142857142857142,0.0357142857142857,0.0,0.0,0.7999999999999999,0.8333333333333334,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.21428571428571427,c0,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.12278264671192934,0.10541903973753408,8,5,14,0.0,0.0\ChatDev_ProgramDev2_GPT4o_20_scored.json,-0.21428571428571427,Write a CLI utility to calculate and display the MD5 and SHA256 checksums of a given file. The user provides the file path.,CodeReviewComment,Code Reviewer,0.00023464870752560075,1
0.0,0.21428571428571427,7.333333333333333,3.0,2.0,14.0,0.16666666666666666,-0.38836294821974016,0.3333333333333333,0.35131430646678125,0.4234003802664331,0.9999998490368993,0.6713286773532565,0.7884990012493636,0.0024726206665512647,0.049092794106480556,0.5477296264007451,0.9711300066671782,0.35131430646678125,0.7426620237119117,0.47067186034724495,ChatDev_ProgramDev2_GPT4o_22_scored.json,0.33566433867662826,0.5,0.5,0.5,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.6071428571428572,0.6071428571428572,0.6071428571428572,0.5357142857142858,0.5357142857142858,0.5357142857142858,0.5357142857142858,0.39285714285714285,0.39285714285714285,0.39285714285714285,0.39285714285714285,0.25,0.25,0.25,2.3333333333333335,2.0,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.6428571428571429,0.5,0.35714285714285715,c0,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.5,0.6428571428571429,0.4570429630675422,0.3200143708864753,7,4,14,0.0,0.0\ChatDev_ProgramDev2_GPT4o_22_scored.json,0.14285714285714288,"Develop a simple CLI contact book. Allow users to add, view, search, and delete contacts (name, phone number, email). Store contacts in a plain text or CSV file.",CodeReviewComment,Code Reviewer,0.0024726206665512647,2
1.0,0.23076923076923078,6.333333333333333,3.0,1.0,13.0,0.2,-0.6295019115149824,0.0,0.302063987594093,0.4786060990861246,0.9999993631942655,0.7270959874132985,0.8597697677884018,0.09339204714106668,0.3319964320620677,0.5073301901214482,0.9859362892075728,0.302063987594093,0.810143416694102,0.5369848053316288,ChatDev_ProgramDev2_GPT4o_23_scored.json,0.3915132239917761,0.6153846153846154,0.6153846153846154,0.4615384615384615,0.5384615384615385,0.5384615384615385,0.38461538461538464,0.38461538461538464,0.4615384615384615,0.4615384615384615,0.30769230769230765,0.30769230769230765,0.38461538461538464,0.23076923076923078,0.23076923076923078,0.6538461538461539,0.6538461538461539,0.5769230769230769,0.576923076923077,0.576923076923077,0.5,0.5,0.5,0.5,0.423076923076923,0.423076923076923,0.42307692307692313,0.34615384615384615,0.34615384615384615,6.999999999999999,4.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.7692307692307693,0.7692307692307693,0.6923076923076923,0.6153846153846154,0.5384615384615384,0.46153846153846156,c0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.6501729104902216,0.42503199981920553,8,5,13,0.0,0.0\ChatDev_ProgramDev2_GPT4o_23_scored.json,0.23076923076923078,"Build a CLI tool that checks the strength of a given password. It should evaluate criteria like length, use of uppercase/lowercase letters, numbers, and special characters, providing a strength score or rating.",CodeReviewComment,Code Reviewer,0.09339204714106668,1
0.0,0.23076923076923078,3,3.0,3.0,13.0,0.0,-0.6908262228782015,0.0,0.3480170047785327,0.3756215516548972,1.0,0.6221181684589854,0.6287791580088488,0.00857748652193192,0.04379360298562701,0.586449208892879,0.9620707605477762,0.3480170047785327,0.8277703117007208,0.4380559638778693,ChatDev_ProgramDev2_GPT4o_24_scored.json,0.2392762186380713,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.5,0.5,0.5,0.2692307692307693,0.2692307692307693,0.2692307692307693,0.2692307692307693,0.2692307692307693,0.2692307692307693,0.2692307692307693,0.2692307692307693,0.19230769230769232,0.19230769230769232,0.19230769230769232,1.6666666666666667,1.5,0.8461538461538461,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.6153846153846154,0.38461538461538464,0.38461538461538464,0.3076923076923077,c0,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.3913489376897546,0.2741011636804527,7,4,13,0.0,0.0\ChatDev_ProgramDev2_GPT4o_24_scored.json,0.07692307692307693,"Write a CLI utility to convert text to various cases: uppercase, lowercase, title case, sentence case. The tool takes a string as input or reads from a file.",CodeReviewComment,Code Reviewer,0.00857748652193192,3
1.0,0.3076923076923077,6.5,4.0,2.0,13.0,0.2,-0.3252157756537762,0.0,0.36359534491030226,0.5182800938841978,1.0,0.6704370764933918,0.7999656717565825,0.010986943171461356,0.058809368494596365,0.4402711434630104,0.9585512373472083,0.36359534491030226,0.7648208194538375,0.47260203649681265,ChatDev_ProgramDev2_GPT4o_25_scored.json,0.3094324968431039,0.4615384615384615,0.4615384615384615,0.4615384615384615,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5,0.5,0.5,0.46153846153846156,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.34615384615384615,0.3076923076923077,2.0,1.75,0.8461538461538461,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.46153846153846156,0.46153846153846156,c0,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.5384615384615384,0.439667845724161,0.3068417315830895,8,5,13,0.0,0.0\ChatDev_ProgramDev2_GPT4o_25_scored.json,0.15384615384615385,"Create a CLI tool to look up IP address information (e.g., geolocation, ISP) using a public IP geolocation API (e.g., ip-api.com). The user provides an IP address.",CodeReviewComment,Code Reviewer,0.010986943171461356,2
