label,file_name,sample,binary_label,is_c4,consistency_score_file_mean,consistency_score_file_median,consistency_score_file_min,consistency_score_file_q10,consistency_score_file_q25,consistency_score_file_q75,consistency_score_file_std,entropy_normalized,failure_sensitive_score,high_density_score_0_8,high_low_gap_0_6_0_2,high_low_gap_0_6_0_3,high_low_gap_0_6_0_4,high_low_gap_0_7_0_2,high_low_gap_0_7_0_3,high_low_gap_0_7_0_4,high_low_gap_0_7_0_5,high_low_gap_0_8_0_2,high_low_gap_0_8_0_3,high_low_gap_0_8_0_4,high_low_gap_0_8_0_5,high_low_gap_0_9_0_3,high_low_gap_0_9_0_4,high_low_gap_0_9_0_5,high_low_half_penalty_0_6_0_2,high_low_half_penalty_0_6_0_3,high_low_half_penalty_0_6_0_4,high_low_half_penalty_0_7_0_2,high_low_half_penalty_0_7_0_3,high_low_half_penalty_0_7_0_4,high_low_half_penalty_0_7_0_5,high_low_half_penalty_0_8_0_2,high_low_half_penalty_0_8_0_3,high_low_half_penalty_0_8_0_4,high_low_half_penalty_0_8_0_5,high_low_half_penalty_0_9_0_3,high_low_half_penalty_0_9_0_4,high_low_half_penalty_0_9_0_5,high_score_rate_0_1,high_score_rate_0_2,high_score_rate_0_3,high_score_rate_0_4,high_score_rate_0_5,high_score_rate_0_6,high_score_rate_0_7,high_score_rate_0_8,high_score_rate_0_9,low_score_rate_0_1,low_score_rate_0_2,low_score_rate_0_3,low_score_rate_0_4,low_score_rate_0_5,low_score_rate_0_6,low_score_rate_0_7,low_score_rate_0_8,low_score_rate_0_9,low_tail_penalty_score,mean_minus_std_score,num_outputs,num_turns,worst_score
c0,ChatDev_ProgramDev2_GPT4o_0_scored.json,ChatDev_ProgramDev2_GPT4o_0,c0,0,0.6602459884455425,0.7017774629646236,0.18010060607602243,0.3188686391916754,0.5010866143914612,0.8380305102330872,0.24231304711141674,0.8902220097637678,0.5162023737346865,0.2358021387305509,0.5,0.42857142857142855,0.42857142857142855,0.4285714285714286,0.35714285714285715,0.35714285714285715,0.2142857142857143,0.2857142857142857,0.2142857142857143,0.2142857142857143,0.07142857142857145,0.0,0.0,-0.14285714285714285,0.5357142857142857,0.5,0.5,0.4642857142857143,0.4285714285714286,0.4285714285714286,0.35714285714285715,0.32142857142857145,0.2857142857142857,0.2857142857142857,0.2142857142857143,0.07142857142857142,0.07142857142857142,0.0,1.0,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.5,0.35714285714285715,0.14285714285714285,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5,0.6428571428571429,0.8571428571428571,0.5888174170169711,0.41793294133412573,94,14,0.18010060607602243
c0,ChatDev_ProgramDev2_GPT4o_13_scored.json,ChatDev_ProgramDev2_GPT4o_13,c0,0,0.528548703592653,0.45538164085544525,6.00653191915533e-07,0.16697502594569344,0.24998865758650915,0.8520655683444396,0.34066772789610056,0.9311133210541701,0.3699842727108147,0.16263037033620095,0.23076923076923078,0.0,-0.07692307692307693,0.23076923076923078,0.0,-0.07692307692307693,-0.1538461538461538,0.15384615384615385,-0.07692307692307693,-0.15384615384615385,-0.23076923076923073,-0.15384615384615385,-0.23076923076923078,-0.30769230769230765,0.3076923076923077,0.19230769230769232,0.15384615384615385,0.3076923076923077,0.19230769230769232,0.15384615384615385,0.11538461538461542,0.23076923076923078,0.11538461538461539,0.07692307692307693,0.03846153846153849,0.038461538461538464,0.0,-0.038461538461538436,0.9230769230769231,0.8461538461538461,0.6153846153846154,0.5384615384615384,0.46153846153846156,0.38461538461538464,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.7692307692307693,0.3747025497464992,0.1878809756965525,106,13,6.00653191915533e-07
c0,ChatDev_ProgramDev2_GPT4o_14_scored.json,ChatDev_ProgramDev2_GPT4o_14,c0,0,0.6613986830067723,0.6328653303800269,0.2689410620683701,0.3365307356902769,0.39999751906175735,0.8133506729434793,0.2535226862904021,0.7985974570315876,0.5436613967252516,0.20350728707900687,0.6153846153846154,0.5384615384615385,0.3076923076923077,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.23076923076923078,0.0,0.0,0.15384615384615385,-0.07692307692307693,-0.07692307692307693,0.6153846153846154,0.576923076923077,0.46153846153846156,0.46153846153846156,0.42307692307692313,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2692307692307693,0.15384615384615385,0.15384615384615385,0.19230769230769232,0.07692307692307693,0.07692307692307693,1.0,1.0,0.9230769230769231,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.0,0.0,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.6923076923076923,0.7692307692307693,0.6613986830067723,0.4078759967163702,113,13,0.2689410620683701
c0,ChatDev_ProgramDev2_GPT4o_16_scored.json,ChatDev_ProgramDev2_GPT4o_16,c0,0,0.5254257947465331,0.6646505272260371,0.014656158029692319,0.06566996082505583,0.23754174000658979,0.8443737091876637,0.3572233052309108,0.8560873938623892,0.37219490373148084,0.16166947530662557,0.30769230769230765,0.1538461538461538,0.07692307692307687,0.23076923076923078,0.07692307692307693,0.0,0.0,0.07692307692307693,-0.07692307692307693,-0.15384615384615385,-0.15384615384615385,-0.15384615384615385,-0.23076923076923078,-0.23076923076923078,0.423076923076923,0.34615384615384615,0.30769230769230765,0.34615384615384615,0.2692307692307693,0.23076923076923078,0.23076923076923078,0.19230769230769232,0.11538461538461539,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.0,0.0,0.7692307692307693,0.7692307692307693,0.6153846153846154,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.38461538461538464,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.5384615384615384,0.6923076923076923,0.7692307692307693,0.2946565639773023,0.16820248951562228,100,13,0.014656158029692319
c0,ChatDev_ProgramDev2_GPT4o_1_scored.json,ChatDev_ProgramDev2_GPT4o_1,c0,0,0.571224972435467,0.6602364028068526,6.023573837886479e-08,0.033322916343193704,0.3387268247965331,0.880681701509021,0.3352162811254459,0.957994543545024,0.3998574987755484,0.19040832414515566,0.38888888888888895,0.33333333333333337,0.22222222222222227,0.22222222222222224,0.16666666666666669,0.05555555555555558,-0.055555555555555525,0.16666666666666666,0.1111111111111111,0.0,-0.1111111111111111,0.0,-0.1111111111111111,-0.2222222222222222,0.47222222222222227,0.4444444444444445,0.38888888888888895,0.3055555555555556,0.2777777777777778,0.22222222222222224,0.16666666666666669,0.25,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.0,0.8333333333333334,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.3888888888888889,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.6111111111111112,0.6666666666666666,0.7777777777777778,0.40455830576880036,0.2360086913100211,152,18,6.023573837886479e-08
c0,ChatDev_ProgramDev2_GPT4o_20_scored.json,ChatDev_ProgramDev2_GPT4o_20,c0,0,0.6060295502156547,0.5799278199628837,0.1672685551208457,0.2933948952353045,0.3585846828137298,0.8626223094483513,0.2755604494259371,0.9548193549840598,0.474401251687212,0.17315130006161564,0.4285714285714286,0.35714285714285715,0.2142857142857143,0.21428571428571427,0.14285714285714285,0.0,-0.07142857142857145,0.21428571428571427,0.14285714285714285,0.0,-0.07142857142857145,0.14285714285714285,0.0,-0.07142857142857145,0.4642857142857143,0.4285714285714286,0.35714285714285715,0.25,0.21428571428571427,0.14285714285714285,0.10714285714285712,0.25,0.21428571428571427,0.14285714285714285,0.10714285714285712,0.21428571428571427,0.14285714285714285,0.10714285714285712,1.0,0.9285714285714286,0.8571428571428571,0.7142857142857143,0.6428571428571429,0.5,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.35714285714285715,0.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5346009787870833,0.33046910078971764,112,14,0.1672685551208457
c0,ChatDev_ProgramDev2_GPT4o_22_scored.json,ChatDev_ProgramDev2_GPT4o_22,c0,0,0.7343038958542727,0.8371465541115493,0.19988944205493736,0.30583776191230255,0.5233812243971371,0.998384724636711,0.28381396300205497,0.7551630862513187,0.573979559714472,0.41960222620244153,0.5714285714285715,0.5,0.5,0.5,0.42857142857142855,0.42857142857142855,0.3571428571428571,0.5,0.42857142857142855,0.42857142857142855,0.3571428571428571,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.6071428571428572,0.5714285714285715,0.5714285714285715,0.5357142857142857,0.5,0.5,0.46428571428571425,0.5357142857142857,0.5,0.5,0.46428571428571425,0.3571428571428571,0.3571428571428571,0.3214285714285714,1.0,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.6628753244257013,0.4504899328522177,106,14,0.19988944205493736
c0,ChatDev_ProgramDev2_GPT4o_23_scored.json,ChatDev_ProgramDev2_GPT4o_23,c0,0,0.5019534767121631,0.4065107439723607,7.194133030325383e-09,2.0220006762018777e-05,0.2499812778895609,0.8989021458141924,0.383707705539465,0.827770311700721,0.35136743585675406,0.1930590295046781,0.15384615384615385,0.0,-0.07692307692307693,0.15384615384615385,0.0,-0.07692307692307693,-0.1538461538461538,0.15384615384615385,0.0,-0.07692307692307693,-0.1538461538461538,-0.15384615384615385,-0.23076923076923078,-0.30769230769230765,0.2692307692307693,0.19230769230769232,0.15384615384615385,0.2692307692307693,0.19230769230769232,0.15384615384615385,0.11538461538461542,0.2692307692307693,0.19230769230769232,0.15384615384615385,0.11538461538461542,0.038461538461538464,0.0,-0.038461538461538436,0.7692307692307693,0.7692307692307693,0.6153846153846154,0.5384615384615384,0.46153846153846156,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.7692307692307693,0.2711842459429323,0.11824577117269808,83,13,7.194133030325383e-09
c0,ChatDev_ProgramDev2_GPT4o_24_scored.json,ChatDev_ProgramDev2_GPT4o_24,c0,0,0.559339767923685,0.4378188184628719,0.14804623414332965,0.1567531170429095,0.2273718689169304,0.9901245400091646,0.33770895123375333,0.9473539682709406,0.43595170778957837,0.17210454397651848,0.15384615384615385,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.0,-0.1538461538461538,0.07692307692307693,0.0,-0.07692307692307693,-0.23076923076923073,0.0,-0.07692307692307693,-0.23076923076923073,0.2692307692307693,0.23076923076923078,0.19230769230769232,0.2692307692307693,0.23076923076923078,0.19230769230769232,0.11538461538461542,0.19230769230769232,0.15384615384615385,0.11538461538461539,0.03846153846153849,0.15384615384615385,0.11538461538461539,0.03846153846153849,1.0,0.7692307692307693,0.6923076923076923,0.6153846153846154,0.46153846153846156,0.38461538461538464,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.0,0.23076923076923078,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.3285705371544542,0.22163081668993168,113,13,0.14804623414332965
c0,ChatDev_ProgramDev2_GPT4o_25_scored.json,ChatDev_ProgramDev2_GPT4o_25,c0,0,0.6799136103723141,0.7044261596174402,0.23759658543522472,0.26638834670545963,0.524328847457186,0.851952325609942,0.25919653842502255,0.7865210220866901,0.5472185028911872,0.2092041878068659,0.6923076923076923,0.5384615384615384,0.4615384615384615,0.5384615384615384,0.3846153846153846,0.30769230769230765,0.30769230769230765,0.3076923076923077,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.6923076923076923,0.6153846153846154,0.5769230769230769,0.5384615384615384,0.4615384615384615,0.423076923076923,0.423076923076923,0.3076923076923077,0.23076923076923078,0.19230769230769232,0.19230769230769232,0.15384615384615385,0.11538461538461539,0.11538461538461539,1.0,1.0,0.8461538461538461,0.7692307692307693,0.7692307692307693,0.6923076923076923,0.5384615384615384,0.3076923076923077,0.23076923076923078,0.0,0.0,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.6923076923076923,0.7692307692307693,0.6799136103723141,0.4207170719472916,115,13,0.23759658543522472
