label,binary_label,is_positive,file_name,raw_labels,consistency_score_file_mean,consistency_score_file_median,consistency_score_file_min,consistency_score_file_max,consistency_score_file_std,consistency_score_file_q10,consistency_score_file_q25,consistency_score_file_q75,consistency_score_file_iqr,low_score_rate_0_2,low_score_rate_0_5,high_score_rate_0_8,high_low_ratio_0_8_over_0_2,high_low_ratio_0_8_over_0_2_smoothed,worst_score,mean_minus_std_score,failure_sensitive_score,low_tail_penalty_score,high_low_gap_0_8_0_2,strict_high_low_gap_0_9_0_5,high_density_score_0_8,entropy_normalized,worst_turn,num_turns,num_roles,num_phases,high_score_rate_0_1,low_score_rate_0_1,high_score_rate_0_2,high_score_rate_0_3,low_score_rate_0_3,high_score_rate_0_4,low_score_rate_0_4,high_score_rate_0_5,high_score_rate_0_6,low_score_rate_0_6,high_score_rate_0_7,low_score_rate_0_7,low_score_rate_0_8,high_score_rate_0_9,low_score_rate_0_9,high_low_gap_0_6_0_2,high_low_half_penalty_0_6_0_2,high_low_gap_0_6_0_3,high_low_half_penalty_0_6_0_3,high_low_gap_0_6_0_4,high_low_half_penalty_0_6_0_4,high_low_gap_0_7_0_2,high_low_half_penalty_0_7_0_2,high_low_gap_0_7_0_3,high_low_half_penalty_0_7_0_3,high_low_gap_0_7_0_4,high_low_half_penalty_0_7_0_4,high_low_gap_0_7_0_5,high_low_half_penalty_0_7_0_5,high_low_half_penalty_0_8_0_2,high_low_gap_0_8_0_3,high_low_half_penalty_0_8_0_3,high_low_gap_0_8_0_4,high_low_half_penalty_0_8_0_4,high_low_gap_0_8_0_5,high_low_half_penalty_0_8_0_5,high_low_gap_0_9_0_3,high_low_half_penalty_0_9_0_3,high_low_gap_0_9_0_4,high_low_half_penalty_0_9_0_4,high_low_gap_0_9_0_5,high_low_half_penalty_0_9_0_5,c2_max_low_run,c2_low_turn_avg_output_items,c2_low_turn_count,c2_low05_rate,c2_coding_low05_rate,c2_reviewmod_low05_rate,c2_programmer_low05_rate,c2_score_std,c2_num_turns,c2_repetition_symptom_score,c0_vs_c2_lda_top_3_score,c0_vs_c2_lda_top_5_score,c0_vs_c2_lda_top_8_score,c0_vs_c2_lda_top_12_score,c0_vs_c2_lda_top_20_score,c0_vs_c2_lda_top_30_score,c0_vs_c2_lda_top_50_score,c0_vs_c2_lda_top_74_score
c0,c0,0,ChatDev_ProgramDev2_GPT4o_0_scored.json,0.0,0.7406142857142857,0.77055,0.0,1.0,0.26967472167447226,0.51203,0.6014,1.0,0.39859999999999995,0.07142857142857142,0.14285714285714285,0.35714285714285715,5.0,3.0,0.0,0.4709395640398134,0.51843,0.6691857142857143,0.2857142857142857,0.2142857142857143,0.26450510204081634,0.7791800429485637,3.0,14.0,5.0,8.0,0.9285714285714286,0.07142857142857142,0.9285714285714286,0.9285714285714286,0.07142857142857142,0.9285714285714286,0.07142857142857142,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.6428571428571429,0.35714285714285715,0.6428571428571429,0.35714285714285715,0.6428571428571429,0.6428571428571429,0.6785714285714286,0.6428571428571429,0.6785714285714286,0.6428571428571429,0.6785714285714286,0.5714285714285715,0.6071428571428572,0.5714285714285715,0.6071428571428572,0.5714285714285715,0.6071428571428572,0.5,0.5714285714285715,0.32142857142857145,0.2857142857142857,0.32142857142857145,0.2857142857142857,0.32142857142857145,0.2142857142857143,0.2857142857142857,0.2857142857142857,0.32142857142857145,0.2857142857142857,0.32142857142857145,0.2142857142857143,0.2857142857142857,1.0,7.0,2.0,0.14285714285714285,0.0,0.3333333333333333,0.2,0.26967472167447226,14.0,1.0878262972417223,-0.012097744171670755,-0.025162362281335567,-0.251180265510315,-0.2979496943746952,-0.21145781276010744,-0.2723519017456939,-0.4606166324400379,-0.43971277465970965
c0,c0,0,ChatDev_ProgramDev2_GPT4o_13_scored.json,0.0,0.7378923076923077,0.7571,0.0,1.0,0.2610227147838596,0.59898,0.6114,1.0,0.38859999999999995,0.07692307692307693,0.07692307692307693,0.38461538461538464,5.0,3.0,0.0,0.47686959290844816,0.5165246153846154,0.6609692307692308,0.3076923076923077,0.23076923076923078,0.2838047337278107,0.7582039399250219,6.0,13.0,4.0,7.0,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.7692307692307693,0.23076923076923078,0.6923076923076923,0.3076923076923077,0.6153846153846154,0.3076923076923077,0.6923076923076923,0.6923076923076923,0.7307692307692308,0.6923076923076923,0.7307692307692308,0.6923076923076923,0.7307692307692308,0.6153846153846154,0.6538461538461539,0.6153846153846154,0.6538461538461539,0.6153846153846154,0.6538461538461539,0.6153846153846154,0.6538461538461539,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.23076923076923078,0.2692307692307693,0.23076923076923078,0.2692307692307693,0.23076923076923078,0.2692307692307693,1.0,3.0,1.0,0.07692307692307693,0.0,0.0,0.16666666666666666,0.2610227147838596,13.0,0.03516000681058293,-0.22363333525957765,-0.21080103778232026,-0.6245631846211918,-0.6628684025200523,-0.6026782907419197,-0.7867298618018687,-0.9376847206717857,-0.9967413103937298
c0,c0,0,ChatDev_ProgramDev2_GPT4o_14_scored.json,0.0,0.7522,0.7648,0.0,1.0,0.26989350891387914,0.58824,0.6387,1.0,0.36129999999999995,0.07692307692307693,0.07692307692307693,0.46153846153846156,6.0,3.5,0.0,0.48230649108612084,0.5265399999999999,0.6752769230769231,0.38461538461538464,0.3076923076923077,0.3471692307692308,0.748580172237067,3.0,13.0,5.0,8.0,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.7692307692307693,0.23076923076923078,0.6153846153846154,0.38461538461538464,0.5384615384615384,0.38461538461538464,0.6153846153846154,0.6923076923076923,0.7307692307692308,0.6923076923076923,0.7307692307692308,0.6923076923076923,0.7307692307692308,0.5384615384615385,0.576923076923077,0.5384615384615385,0.576923076923077,0.5384615384615385,0.576923076923077,0.5384615384615385,0.576923076923077,0.42307692307692313,0.38461538461538464,0.42307692307692313,0.38461538461538464,0.42307692307692313,0.38461538461538464,0.42307692307692313,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.34615384615384615,1.0,1.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.26989350891387914,13.0,-0.07814833605108944,0.1731186300214747,0.23082118708305344,0.2979248243378356,0.28385065423789063,0.27592612609846967,0.2537943016663852,0.18170377167935065,0.1688153145950184
c0,c0,0,ChatDev_ProgramDev2_GPT4o_16_scored.json,0.0,0.8187,0.7641,0.6139,1.0,0.1510212873431068,0.6340199999999999,0.7276,1.0,0.2724,0.0,0.0,0.38461538461538464,,6.0,0.6139,0.6676787126568932,0.75726,0.8187,0.38461538461538464,0.38461538461538464,0.3148846153846154,0.41398207241620283,3.0,13.0,5.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.7692307692307693,0.23076923076923078,0.6153846153846154,0.38461538461538464,0.6153846153846154,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1510212873431068,13.0,-0.8696613092963487,0.1731186300214747,0.1780031882684797,-0.3775600111965086,-0.35520151043863185,-0.44072260857640805,-0.5153025364592414,-0.609771495891409,-0.6150198530178375
c0,c0,0,ChatDev_ProgramDev2_GPT4o_1_scored.json,0.0,0.6903444444444444,0.7118,0.0,1.0,0.2755584011949841,0.38287000000000004,0.5765,0.9606250000000001,0.38412500000000005,0.1111111111111111,0.16666666666666666,0.3333333333333333,3.0,2.3333333333333335,0.0,0.41478604324946033,0.48324111111111107,0.5792333333333333,0.2222222222222222,0.11111111111111113,0.2301148148148148,0.792983285888909,4.0,18.0,5.0,9.0,0.9444444444444444,0.05555555555555555,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.8333333333333334,0.7222222222222222,0.2777777777777778,0.5,0.5,0.6666666666666666,0.2777777777777778,0.7222222222222222,0.6111111111111112,0.6666666666666666,0.6111111111111112,0.6666666666666666,0.6111111111111112,0.6666666666666666,0.3888888888888889,0.4444444444444444,0.3888888888888889,0.4444444444444444,0.3888888888888889,0.4444444444444444,0.33333333333333337,0.4166666666666667,0.2777777777777778,0.2222222222222222,0.2777777777777778,0.2222222222222222,0.2777777777777778,0.16666666666666666,0.25,0.16666666666666669,0.22222222222222224,0.16666666666666669,0.22222222222222224,0.11111111111111113,0.19444444444444448,1.0,1.6666666666666667,3.0,0.16666666666666666,0.0,0.0,0.0,0.2755584011949841,18.0,0.7615654929638528,0.12169270219318751,0.08563013127322266,0.34768836003862424,0.3122642386365317,0.30646608972349926,0.4647845911952282,0.5890884429044194,0.5575833666514493
c0,c0,0,ChatDev_ProgramDev2_GPT4o_20_scored.json,0.0,0.7150571428571428,0.7572,0.0,1.0,0.30396265445959386,0.26549,0.628625,1.0,0.371375,0.14285714285714285,0.14285714285714285,0.42857142857142855,3.0,2.3333333333333335,0.0,0.411094488397549,0.50054,0.5722,0.2857142857142857,0.2142857142857143,0.3064530612244898,0.7439492538024852,3.0,14.0,5.0,8.0,0.9285714285714286,0.07142857142857142,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.7857142857142857,0.21428571428571427,0.6428571428571429,0.35714285714285715,0.5714285714285714,0.35714285714285715,0.6428571428571429,0.6428571428571428,0.7142857142857143,0.6428571428571428,0.7142857142857143,0.6428571428571428,0.7142857142857143,0.5,0.5714285714285715,0.5,0.5714285714285715,0.5,0.5714285714285715,0.5,0.5714285714285715,0.3571428571428571,0.2857142857142857,0.3571428571428571,0.2857142857142857,0.3571428571428571,0.2857142857142857,0.3571428571428571,0.2142857142857143,0.2857142857142857,0.2142857142857143,0.2857142857142857,0.2142857142857143,0.2857142857142857,1.0,1.0,2.0,0.14285714285714285,0.0,0.0,0.0,0.30396265445959386,14.0,0.18300831590614747,-0.012097744171670755,0.02388292233219709,-0.18279816305615723,-0.20224412234986333,-0.2467668796130585,-0.29057350797568515,-0.26203530545260334,-0.22662668100225572
c0,c0,0,ChatDev_ProgramDev2_GPT4o_22_scored.json,0.0,0.7266857142857143,0.7407999999999999,0.1902,1.0,0.2347073979512815,0.46715,0.5986,0.9694,0.3708,0.07142857142857142,0.21428571428571427,0.35714285714285715,5.0,3.0,0.1902,0.4919783163344328,0.5657399999999999,0.6552571428571429,0.2857142857142857,0.07142857142857142,0.259530612244898,0.7791800429485637,6.0,14.0,4.0,7.0,1.0,0.0,0.9285714285714286,0.9285714285714286,0.07142857142857142,0.9285714285714286,0.07142857142857142,0.7857142857142857,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.6428571428571429,0.2857142857142857,0.7142857142857143,0.6428571428571429,0.6785714285714286,0.6428571428571429,0.6785714285714286,0.6428571428571429,0.6785714285714286,0.5,0.5357142857142857,0.5,0.5357142857142857,0.5,0.5357142857142857,0.3571428571428571,0.46428571428571425,0.32142857142857145,0.2857142857142857,0.32142857142857145,0.2857142857142857,0.32142857142857145,0.14285714285714288,0.25,0.21428571428571427,0.25,0.21428571428571427,0.25,0.07142857142857142,0.17857142857142855,1.0,7.0,3.0,0.21428571428571427,0.0,0.3333333333333333,0.3333333333333333,0.2347073979512815,14.0,0.9788881828282644,-0.26479252952472115,-0.270620604241883,-0.2539188270363657,-0.27812669032695836,-0.3219988810465018,-0.27504286444021336,-0.1869952211822974,-0.10653322041768533
c0,c0,0,ChatDev_ProgramDev2_GPT4o_23_scored.json,0.0,0.7577076923076923,0.7731,0.0,1.0,0.26699749483566454,0.60358,0.6449,1.0,0.35509999999999997,0.07692307692307693,0.07692307692307693,0.38461538461538464,5.0,3.0,0.0,0.49071019747202776,0.5303953846153846,0.6807846153846153,0.3076923076923077,0.3076923076923077,0.2914260355029586,0.6952544476781385,3.0,13.0,5.0,8.0,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.8461538461538461,0.15384615384615385,0.6153846153846154,0.38461538461538464,0.6153846153846154,0.38461538461538464,0.6153846153846154,0.7692307692307692,0.8076923076923077,0.7692307692307692,0.8076923076923077,0.7692307692307692,0.8076923076923077,0.5384615384615385,0.576923076923077,0.5384615384615385,0.576923076923077,0.5384615384615385,0.576923076923077,0.5384615384615385,0.576923076923077,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.34615384615384615,1.0,1.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.26699749483566454,13.0,-0.0871706540155121,0.029061450093472718,0.03465720417822718,-0.041476429290517106,-0.07964971644230784,-0.057651284031548164,-0.10185151405753182,-0.29202697034509445,-0.32637911905984784
c0,c0,0,ChatDev_ProgramDev2_GPT4o_24_scored.json,0.0,0.6975153846153846,0.746,0.0,1.0,0.2884755444804873,0.33554000000000006,0.6152,1.0,0.38480000000000003,0.07692307692307693,0.15384615384615385,0.38461538461538464,5.0,3.0,0.0,0.40903984013489736,0.4882607692307692,0.6205923076923077,0.3076923076923077,0.15384615384615385,0.2682751479289941,0.6952544476781385,3.0,13.0,4.0,7.0,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.8461538461538461,0.15384615384615385,0.8461538461538461,0.15384615384615385,0.8461538461538461,0.8461538461538461,0.15384615384615385,0.5384615384615384,0.46153846153846156,0.6153846153846154,0.3076923076923077,0.6923076923076923,0.7692307692307692,0.8076923076923077,0.6923076923076923,0.7692307692307692,0.6923076923076923,0.7692307692307692,0.4615384615384615,0.5,0.3846153846153846,0.4615384615384615,0.3846153846153846,0.4615384615384615,0.3846153846153846,0.4615384615384615,0.34615384615384615,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.23076923076923078,1.0,3.0,2.0,0.15384615384615385,0.0,0.0,0.16666666666666666,0.2884755444804873,13.0,0.1206872700961332,-0.3676905151875796,-0.35414702187257274,-0.2368218110279282,-0.18981360762872676,-0.26112603083773445,-0.259986097498057,-0.27348125995687156,-0.23907792116783633
c0,c0,0,ChatDev_ProgramDev2_GPT4o_25_scored.json,0.0,0.7577846153846154,0.753,0.0,1.0,0.27035055261969626,0.5744600000000001,0.6421,1.0,0.3579,0.07692307692307693,0.07692307692307693,0.46153846153846156,6.0,3.5,0.0,0.48743406276491913,0.5304492307692308,0.6808615384615384,0.38461538461538464,0.3076923076923077,0.3497467455621302,0.6952544476781385,3.0,13.0,5.0,8.0,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.8461538461538461,0.15384615384615385,0.6153846153846154,0.38461538461538464,0.5384615384615384,0.38461538461538464,0.6153846153846154,0.7692307692307692,0.8076923076923077,0.7692307692307692,0.8076923076923077,0.7692307692307692,0.8076923076923077,0.5384615384615385,0.576923076923077,0.5384615384615385,0.576923076923077,0.5384615384615385,0.576923076923077,0.5384615384615385,0.576923076923077,0.42307692307692313,0.38461538461538464,0.42307692307692313,0.38461538461538464,0.42307692307692313,0.38461538461538464,0.42307692307692313,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.34615384615384615,1.0,1.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.27035055261969626,13.0,-0.07672445014233642,0.1731186300214747,0.23082118708305344,0.2979248243378356,0.28385065423789063,0.2674269606579021,0.2460328898728547,0.21566175501309998,0.20659914089982778
