c2_coding_low05_rate,c2_low05_rate,c2_low_turn_avg_output_items,c2_low_turn_count,c2_max_low_run,c2_num_turns,c2_programmer_low05_rate,c2_repetition_symptom_score,c2_reviewmod_low05_rate,c2_score_std,consistency_score_file_iqr,consistency_score_file_max,consistency_score_file_mean,consistency_score_file_median,consistency_score_file_min,consistency_score_file_q10,consistency_score_file_q25,consistency_score_file_q75,consistency_score_file_std,entropy_normalized,failure_sensitive_score,file_name,high_density_score_0_8,high_low_gap_0_6_0_2,high_low_gap_0_6_0_3,high_low_gap_0_6_0_4,high_low_gap_0_7_0_2,high_low_gap_0_7_0_3,high_low_gap_0_7_0_4,high_low_gap_0_7_0_5,high_low_gap_0_8_0_2,high_low_gap_0_8_0_3,high_low_gap_0_8_0_4,high_low_gap_0_8_0_5,high_low_gap_0_9_0_3,high_low_gap_0_9_0_4,high_low_gap_0_9_0_5,high_low_half_penalty_0_6_0_2,high_low_half_penalty_0_6_0_3,high_low_half_penalty_0_6_0_4,high_low_half_penalty_0_7_0_2,high_low_half_penalty_0_7_0_3,high_low_half_penalty_0_7_0_4,high_low_half_penalty_0_7_0_5,high_low_half_penalty_0_8_0_2,high_low_half_penalty_0_8_0_3,high_low_half_penalty_0_8_0_4,high_low_half_penalty_0_8_0_5,high_low_half_penalty_0_9_0_3,high_low_half_penalty_0_9_0_4,high_low_half_penalty_0_9_0_5,high_low_ratio_0_8_over_0_2,high_low_ratio_0_8_over_0_2_smoothed,high_score_rate_0_1,high_score_rate_0_2,high_score_rate_0_3,high_score_rate_0_4,high_score_rate_0_5,high_score_rate_0_6,high_score_rate_0_7,high_score_rate_0_8,high_score_rate_0_9,label,low_score_rate_0_1,low_score_rate_0_2,low_score_rate_0_3,low_score_rate_0_4,low_score_rate_0_5,low_score_rate_0_6,low_score_rate_0_7,low_score_rate_0_8,low_score_rate_0_9,low_tail_penalty_score,mean_minus_std_score,num_phases,num_roles,num_turns,raw_labels,source_files,strict_high_low_gap_0_9_0_5,user_demand,worst_phase,worst_role,worst_score,worst_turn
0.0,0.2857142857142857,4.5,4.0,2.0,14.0,0.0,-0.4616941908622623,0.0,0.30919600760935334,0.3488406620598478,0.9999998490368993,0.6306678717800678,0.7407100708759531,0.004070137939983506,0.12797585824262087,0.4669337358327407,0.8157743978925885,0.30919600760935334,0.8549912206176892,0.44268855162804244,ChatDev_ProgramDev2_GPT4o_0_scored.json,0.18019082050859078,0.5714285714285714,0.5,0.5,0.5,0.4285714285714286,0.4285714285714286,0.3571428571428572,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,-0.07142857142857142,0.6428571428571429,0.6071428571428572,0.6071428571428572,0.5714285714285715,0.5357142857142858,0.5357142857142858,0.5,0.21428571428571427,0.17857142857142855,0.17857142857142855,0.14285714285714285,0.10714285714285714,0.10714285714285714,0.07142857142857142,2.0,1.6666666666666667,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.2857142857142857,0.21428571428571427,c0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.7142857142857143,0.7857142857142857,0.48781072892292493,0.32147186417071444,8,5,14,0.0,0.0\ChatDev_ProgramDev2_GPT4o_0_scored.json,-0.07142857142857142,Create a CLI tool that takes a text file path as input and outputs the total word count. The tool should handle basic punctuation and count sequences of alphanumeric characters as words. Output the count to the console.,CodeReviewComment,Code Reviewer,0.004070137939983506,3
0.0,0.3076923076923077,8.75,4.0,2.0,13.0,0.16666666666666666,-0.27906238589375165,0.3333333333333333,0.34526100811538724,0.6165794026326253,0.9999999052085912,0.6168160369624254,0.7271637444536396,7.087897679914885e-10,0.08408669212226472,0.30915508511752854,0.9257344877501539,0.34526100811538724,0.9190368861092725,0.43177122608633467,ChatDev_ProgramDev2_GPT4o_13_scored.json,0.23723693729324055,0.46153846153846156,0.38461538461538464,0.3076923076923077,0.3846153846153846,0.30769230769230765,0.23076923076923073,0.23076923076923073,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.5384615384615385,0.5,0.46153846153846156,0.4615384615384615,0.423076923076923,0.3846153846153846,0.3846153846153846,0.3076923076923077,0.2692307692307693,0.23076923076923078,0.23076923076923078,0.19230769230769232,0.15384615384615385,0.15384615384615385,2.5,2.0,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.5384615384615384,0.38461538461538464,0.3076923076923077,c0,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.46153846153846156,0.6153846153846154,0.6923076923076923,0.4629698831162715,0.27155502884703814,7,4,13,0.0,0.0\ChatDev_ProgramDev2_GPT4o_13_scored.json,0.0,Create a CLI tool that displays a random quote from a predefined list of quotes stored in a text file. Each execution should show a different quote.,DemandAnalysis,Chief Product Officer,7.087897679914885e-10,2
0.0,0.3076923076923077,2.5,4.0,2.0,13.0,0.2,-0.6849120300994904,0.0,0.3055015087685404,0.40114691222037413,0.9999998843221187,0.6430871397034015,0.7147756485908717,0.017986213607610962,0.14293567941874902,0.47550674635455004,0.8766536585749242,0.3055015087685404,0.856087393862389,0.45555686187466427,ChatDev_ProgramDev2_GPT4o_14_scored.json,0.29680944909387763,0.5384615384615384,0.5384615384615384,0.4615384615384615,0.46153846153846156,0.46153846153846156,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.0,-0.07692307692307693,-0.15384615384615385,0.6153846153846154,0.6153846153846154,0.5769230769230769,0.5384615384615385,0.5384615384615385,0.5,0.46153846153846156,0.38461538461538464,0.38461538461538464,0.34615384615384615,0.3076923076923077,0.07692307692307693,0.038461538461538464,0.0,3.0,2.3333333333333335,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.46153846153846156,0.15384615384615385,c0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.8461538461538461,0.4892409858572476,0.3375856309348611,8,5,13,0.0,0.0\ChatDev_ProgramDev2_GPT4o_14_scored.json,-0.15384615384615385,"Develop a CLI utility to calculate and display the total size of a directory and its subdirectories. The output should be human-readable (e.g., KB, MB, GB).",CodeReviewComment,Code Reviewer,0.017986213607610962,2
1.0,0.3076923076923077,7,4.0,2.0,13.0,0.2,-0.16879999957148967,0.0,0.29866023532868463,0.5325055916012618,0.9999998616063754,0.6077229498764952,0.6471673440908801,0.0007732899012368736,0.25034242495062414,0.3373106865659631,0.8698162781672248,0.29866023532868463,0.9061046786569098,0.42563805188391773,ChatDev_ProgramDev2_GPT4o_16_scored.json,0.18699167688507545,0.5384615384615385,0.46153846153846156,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.0,0.0,0.07692307692307693,-0.07692307692307693,-0.07692307692307693,0.576923076923077,0.5384615384615385,0.46153846153846156,0.34615384615384615,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.2692307692307693,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,4.0,2.5,0.9230769230769231,0.9230769230769231,0.8461538461538461,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.38461538461538464,0.3076923076923077,0.23076923076923078,c0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.6153846153846154,0.6923076923076923,0.7692307692307693,0.5307998729534182,0.3090627145478106,8,5,13,0.0,0.0\ChatDev_ProgramDev2_GPT4o_16_scored.json,-0.07692307692307693,"Write a CLI tool that fetches and displays the current weather for a given city using a public weather API (e.g., OpenWeatherMap). The user provides the city name.",CodeReviewComment,Code Reviewer,0.0007732899012368736,2
0.0,0.5,10.444444444444445,9.0,5.0,18.0,0.625,1.081637765786975,1.0,0.3066888887286529,0.5615950445480223,0.999992095896605,0.6039294163743822,0.5340493607067589,0.08230904733307715,0.25223993985803067,0.33762544551377127,0.8992204900617936,0.3066888887286529,0.7909769782074465,0.4474433056619907,ChatDev_ProgramDev2_GPT4o_1_scored.json,0.26841307394416986,0.3333333333333333,0.2777777777777778,0.1111111111111111,0.3333333333333333,0.2777777777777778,0.1111111111111111,-0.05555555555555558,0.3333333333333333,0.2777777777777778,0.1111111111111111,-0.05555555555555558,0.11111111111111113,-0.055555555555555525,-0.2222222222222222,0.38888888888888884,0.3611111111111111,0.2777777777777778,0.38888888888888884,0.3611111111111111,0.2777777777777778,0.19444444444444442,0.38888888888888884,0.3611111111111111,0.2777777777777778,0.19444444444444442,0.19444444444444448,0.11111111111111113,0.02777777777777779,4.0,3.0,0.9444444444444444,0.8888888888888888,0.8333333333333334,0.6666666666666666,0.5,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.2777777777777778,c0,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.7222222222222222,0.49281830526327114,0.29724052764572934,9,5,18,0.0,0.0\ChatDev_ProgramDev2_GPT4o_1_scored.json,-0.2222222222222222,"Develop a CLI utility that generates a visual tree structure of a given directory. The output should represent directories and files, indenting subdirectories and their contents. Allow specifying a maximum depth for the tree.",CodeReviewModification,Programmer,0.08230904733307715,2
1.0,0.6428571428571429,6.666666666666667,9.0,4.0,14.0,0.6,0.3904594850476847,0.3333333333333333,0.31073485162585374,0.47032517760045633,0.9999994862849443,0.4011699710598703,0.39521830861717977,0.0005527785265734312,0.014171698964159905,0.10685652011016267,0.577181697710619,0.31073485162585374,0.8286967871818544,0.2809848132998812,ChatDev_ProgramDev2_GPT4o_20_scored.json,0.057309995865695754,-0.14285714285714285,-0.2142857142857143,-0.35714285714285715,-0.14285714285714285,-0.2142857142857143,-0.35714285714285715,-0.5,-0.14285714285714285,-0.2142857142857143,-0.35714285714285715,-0.5,-0.2142857142857143,-0.35714285714285715,-0.5,0.0,-0.035714285714285726,-0.10714285714285715,0.0,-0.035714285714285726,-0.10714285714285715,-0.1785714285714286,0.0,-0.035714285714285726,-0.10714285714285715,-0.1785714285714286,-0.035714285714285726,-0.10714285714285715,-0.1785714285714286,0.5,0.6,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.5,0.35714285714285715,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,c0,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.5,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.11545568534558459,0.09043511943401655,8,5,14,0.0,0.0\ChatDev_ProgramDev2_GPT4o_20_scored.json,-0.5,Write a CLI utility to calculate and display the MD5 and SHA256 checksums of a given file. The user provides the file path.,CodeReviewComment,Code Reviewer,0.0005527785265734312,3
0.0,0.35714285714285715,8.2,5.0,2.0,14.0,0.3333333333333333,-0.18968245278459117,0.3333333333333333,0.3247391324985784,0.5393608748955881,0.9999998322556168,0.6647425525884397,0.7283893515270421,5.829127258796956e-05,0.263972000004946,0.4517283234200157,0.9910891983156038,0.3247391324985784,0.8932941324021465,0.46533727419368415,ChatDev_ProgramDev2_GPT4o_22_scored.json,0.28488966539504557,0.5,0.3571428571428571,0.3571428571428571,0.4285714285714286,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.3571428571428571,0.21428571428571427,0.21428571428571427,0.0714285714285714,0.21428571428571427,0.21428571428571427,0.0714285714285714,0.5357142857142857,0.46428571428571425,0.46428571428571425,0.4642857142857143,0.39285714285714285,0.39285714285714285,0.3214285714285714,0.39285714285714285,0.3214285714285714,0.3214285714285714,0.24999999999999997,0.3214285714285714,0.3214285714285714,0.24999999999999997,6.0,3.5,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.7857142857142857,0.6428571428571429,0.5714285714285714,0.5,0.42857142857142855,0.42857142857142855,c0,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.5714285714285714,0.5933139811598683,0.34000342008986134,7,4,14,0.0,0.0\ChatDev_ProgramDev2_GPT4o_22_scored.json,0.0714285714285714,"Develop a simple CLI contact book. Allow users to add, view, search, and delete contacts (name, phone number, email). Store contacts in a plain text or CSV file.",CodeReviewComment,Code Reviewer,5.829127258796956e-05,2
0.0,0.15384615384615385,4.5,2.0,1.0,13.0,0.0,-0.8215295400432722,0.0,0.2836779866791151,0.2887373229365958,0.9999998402344648,0.7569115412577817,0.7504631826495819,0.016734273836274866,0.4005809842938856,0.7001476586977994,0.9888849816343952,0.2836779866791151,0.6952544476781385,0.5348583610313297,ChatDev_ProgramDev2_GPT4o_23_scored.json,0.34934378827282236,0.7692307692307692,0.7692307692307692,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.8076923076923077,0.8076923076923077,0.7692307692307692,0.7307692307692308,0.7307692307692308,0.6923076923076923,0.6923076923076923,0.42307692307692313,0.42307692307692313,0.38461538461538464,0.38461538461538464,0.42307692307692313,0.38461538461538464,0.38461538461538464,6.0,3.5,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.46153846153846156,0.46153846153846156,c0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.5384615384615384,0.5384615384615384,0.6799884643347047,0.4732335545786666,8,5,13,0.0,0.0\ChatDev_ProgramDev2_GPT4o_23_scored.json,0.3076923076923077,"Build a CLI tool that checks the strength of a given password. It should evaluate criteria like length, use of uppercase/lowercase letters, numbers, and special characters, providing a strength score or rating.",CodeReviewComment,Code Reviewer,0.016734273836274866,1
0.0,0.23076923076923078,3,3.0,3.0,13.0,0.0,-0.4726638156092857,0.0,0.3339822971971451,0.3340036403798399,0.9999998760708176,0.5968341483128357,0.6666815112569209,0.0019267342527389902,0.03524854582025028,0.5000005439218479,0.8340041843016878,0.3339822971971451,0.8398467466456184,0.41836192409480666,ChatDev_ProgramDev2_GPT4o_24_scored.json,0.18364127640394945,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.5,0.5,0.5,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.11538461538461539,0.11538461538461539,0.11538461538461539,1.3333333333333333,1.25,0.8461538461538461,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.6153846153846154,0.46153846153846156,0.3076923076923077,0.23076923076923078,c0,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.38461538461538464,0.5384615384615384,0.6923076923076923,0.7692307692307693,0.3660649175436049,0.26285185111569054,7,4,13,0.0,0.0\ChatDev_ProgramDev2_GPT4o_24_scored.json,0.0,"Write a CLI utility to convert text to various cases: uppercase, lowercase, title case, sentence case. The tool takes a string as input or reads from a file.",CodeReviewComment,Code Reviewer,0.0019267342527389902,3
0.0,0.23076923076923078,1.6666666666666667,3.0,2.0,13.0,0.0,-0.6003546716345672,0.0,0.33702119614849985,0.1986507625795929,1.0,0.6863110602617168,0.7477532587918132,0.005220125868449866,0.07078220377575328,0.6991365198583945,0.8977872824379874,0.33702119614849985,0.748580172237067,0.4819837799437367,ChatDev_ProgramDev2_GPT4o_25_scored.json,0.31675895089002315,0.6153846153846154,0.6153846153846154,0.5384615384615385,0.5384615384615384,0.5384615384615384,0.4615384615384615,0.4615384615384615,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.0,0.0,0.6923076923076923,0.6923076923076923,0.6538461538461539,0.6153846153846154,0.6153846153846154,0.5769230769230769,0.5769230769230769,0.38461538461538464,0.38461538461538464,0.34615384615384615,0.34615384615384615,0.15384615384615385,0.11538461538461539,0.11538461538461539,3.0,2.3333333333333335,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.6923076923076923,0.46153846153846156,0.23076923076923078,c0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.5384615384615384,0.7692307692307693,0.532464906415563,0.349289864113217,8,5,13,0.0,0.0\ChatDev_ProgramDev2_GPT4o_25_scored.json,0.0,"Create a CLI tool to look up IP address information (e.g., geolocation, ISP) using a public IP geolocation API (e.g., ip-api.com). The user provides an IP address.",CodeReviewComment,Code Reviewer,0.005220125868449866,2
